id,description,start_date,end_date,created_by,updated_by,vendor_id,dealer_site_id
326,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",05/01/2022,14/12/2021,628,116,966,638
327,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",29/10/2021,25/02/2022,947,449,111,797
328,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,24/06/2021,06/05/2022,186,416,836,121
329,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",24/10/2021,06/01/2022,297,970,732,258
330,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",27/08/2021,01/05/2022,441,209,14,481
331,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",25/03/2022,20/03/2022,63,746,923,908
332,Ut tellus. Nulla ut erat id mauris vulputate elementum.,26/03/2022,15/05/2022,90,131,321,782
333,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",10/09/2021,10/04/2022,51,79,714,712
334,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",08/08/2021,22/11/2021,107,912,589,239
335,Mauris sit amet eros.,06/06/2022,14/08/2021,27,419,517,601
336,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",30/08/2021,30/08/2021,537,313,370,532
337,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",12/12/2021,12/07/2021,722,844,911,767
338,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",20/03/2022,24/05/2022,287,510,826,824
339,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/09/2021,10/11/2021,674,818,123,834
340,Integer ac leo. Pellentesque ultrices mattis odio.,05/08/2021,13/01/2022,942,95,615,690
341,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,25/07/2021,13/10/2021,423,503,755,818
342,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,17/07/2021,28/08/2021,479,435,263,30
343,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,25/02/2022,29/12/2021,562,542,320,656
344,Maecenas ut massa quis augue luctus tincidunt.,11/10/2021,25/02/2022,873,404,152,985
345,Integer a nibh. In quis justo.,09/05/2022,26/06/2021,375,369,638,582
346,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",23/05/2022,20/08/2021,969,290,275,215
347,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",02/04/2022,10/05/2022,448,889,365,743
348,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,11/06/2022,19/03/2022,785,632,885,432
349,In hac habitasse platea dictumst.,28/04/2022,27/08/2021,648,32,889,727
350,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,20/06/2021,08/04/2022,201,507,481,142
351,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,11/03/2022,02/02/2022,262,794,450,212
352,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",14/09/2021,18/07/2021,180,272,620,2
353,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",17/02/2022,06/05/2022,630,640,696,127
354,In quis justo. Maecenas rhoncus aliquam lacus.,14/02/2022,03/03/2022,922,375,414,628
355,Proin eu mi. Nulla ac enim.,03/12/2021,15/12/2021,356,93,518,364
356,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",03/12/2021,17/11/2021,549,509,138,224
357,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",17/03/2022,07/05/2022,778,327,406,974
358,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,09/04/2022,14/07/2021,730,500,648,751
359,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",18/09/2021,20/03/2022,213,922,75,875
360,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",23/08/2021,03/07/2021,405,243,868,230
361,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",04/08/2021,21/06/2021,957,488,516,911
362,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,03/01/2022,19/01/2022,535,702,1000,955
363,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",19/08/2021,06/07/2021,538,285,164,244
364,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,31/01/2022,11/11/2021,801,774,373,802
365,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,29/09/2021,25/01/2022,533,154,43,680
366,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",02/12/2021,15/04/2022,515,325,981,791
367,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",18/10/2021,28/09/2021,678,356,465,820
368,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,17/08/2021,06/11/2021,58,658,905,611
369,Donec quis orci eget orci vehicula condimentum.,01/04/2022,21/11/2021,994,943,693,583
370,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",05/06/2022,07/08/2021,78,541,368,871
371,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,28/08/2021,30/06/2021,56,117,761,675
372,Praesent lectus.,23/09/2021,16/01/2022,568,897,181,26
373,Suspendisse potenti. In eleifend quam a odio.,16/08/2021,11/08/2021,724,199,314,994
374,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",26/09/2021,16/12/2021,614,365,121,631
375,Etiam justo. Etiam pretium iaculis justo.,06/02/2022,03/08/2021,363,177,949,9
376,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,18/12/2021,25/08/2021,650,124,45,910
377,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",07/05/2022,04/10/2021,299,349,81,32
378,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",27/11/2021,15/07/2021,407,619,322,315
379,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,16/09/2021,21/07/2021,371,656,750,84
380,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",17/09/2021,03/10/2021,712,184,85,203
381,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",04/11/2021,07/02/2022,209,595,908,678
382,Ut tellus.,10/05/2022,21/02/2022,89,145,90,914
383,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",15/07/2021,24/10/2021,367,878,510,920
384,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,22/01/2022,29/01/2022,489,334,536,525
385,Nullam varius. Nulla facilisi.,15/08/2021,16/08/2021,498,152,366,290
386,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",29/08/2021,20/08/2021,197,725,991,744
387,Integer non velit.,17/06/2021,21/08/2021,655,153,280,320
388,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,04/10/2021,30/04/2022,554,383,774,143
389,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,06/10/2021,01/08/2021,181,562,62,440
390,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",29/06/2021,10/03/2022,37,788,998,460
391,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",10/07/2021,08/10/2021,972,720,341,157
392,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",14/06/2021,14/10/2021,2,837,958,90
393,In hac habitasse platea dictumst.,28/03/2022,28/07/2021,162,412,770,723
394,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",03/11/2021,18/03/2022,613,755,496,867
395,Nulla nisl.,18/11/2021,23/02/2022,905,665,634,840
396,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",14/12/2021,05/01/2022,191,25,664,176
397,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,11/09/2021,27/05/2022,95,569,351,973
398,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",25/04/2022,12/11/2021,156,959,595,169
399,Morbi a ipsum.,31/10/2021,02/06/2022,667,727,506,511
400,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",19/03/2022,22/08/2021,42,125,131,897
401,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11/08/2021,15/06/2021,624,670,44,354
402,Donec vitae nisi.,28/09/2021,30/07/2021,270,398,996,484
403,Donec dapibus.,08/05/2022,12/07/2021,854,176,125,937
404,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,19/03/2022,14/06/2021,207,31,27,234
405,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",18/08/2021,18/03/2022,161,249,35,320
406,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,14/09/2021,23/05/2022,690,897,91,227
407,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",05/11/2021,23/02/2022,516,385,661,914
408,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",18/10/2021,09/04/2022,355,243,210,652
409,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,27/04/2022,10/05/2022,912,350,113,218
410,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",09/09/2021,10/02/2022,567,928,391,604
411,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",20/03/2022,16/10/2021,348,783,357,69
412,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",24/02/2022,17/12/2021,256,855,597,858
413,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",20/04/2022,02/01/2022,909,645,247,651
414,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,08/01/2022,05/02/2022,767,419,735,868
415,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",09/12/2021,12/09/2021,570,268,937,1000
416,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",07/08/2021,10/04/2022,911,648,986,705
417,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,18/09/2021,30/08/2021,708,275,455,291
418,Morbi non lectus.,16/08/2021,19/07/2021,965,50,681,863
419,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,11/03/2022,12/02/2022,407,647,641,312
420,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,11/09/2021,20/08/2021,610,326,882,180
421,Nam tristique tortor eu pede.,14/04/2022,10/10/2021,925,335,225,994
422,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,23/08/2021,18/10/2021,306,486,517,155
423,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",14/01/2022,20/05/2022,253,784,878,688
424,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,18/06/2021,24/02/2022,947,7,769,622
425,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,27/11/2021,27/04/2022,96,387,103,827
426,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",31/08/2021,30/04/2022,1,714,375,865
427,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",18/09/2021,30/09/2021,236,259,963,841
428,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",03/08/2021,07/04/2022,809,448,615,946
429,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",21/08/2021,05/09/2021,840,565,897,788
430,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",15/01/2022,04/03/2022,494,103,260,406
431,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",17/12/2021,22/08/2021,487,600,616,547
432,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",05/01/2022,11/07/2021,230,435,530,641
433,In sagittis dui vel nisl. Duis ac nibh.,01/10/2021,06/04/2022,688,991,698,772
434,Donec ut mauris eget massa tempor convallis.,26/03/2022,20/06/2021,166,655,339,426
435,In hac habitasse platea dictumst.,29/11/2021,28/10/2021,76,494,144,536
436,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",15/09/2021,13/09/2021,97,505,45,855
437,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",10/01/2022,30/08/2021,6,696,491,93
438,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",27/11/2021,09/11/2021,910,609,1,702
439,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,05/02/2022,10/12/2021,514,608,43,582
440,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",13/08/2021,24/04/2022,656,244,246,458
441,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,06/02/2022,16/09/2021,453,160,95,724
442,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,11/06/2022,29/08/2021,805,77,240,139
443,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,20/07/2021,06/03/2022,946,191,9,682
444,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",29/05/2022,12/04/2022,833,610,510,594
445,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",19/09/2021,06/12/2021,845,285,550,715
446,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",04/08/2021,26/01/2022,884,44,809,657
447,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",31/01/2022,07/07/2021,525,703,755,593
448,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",14/01/2022,15/09/2021,178,834,623,9
449,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",20/03/2022,11/07/2021,561,409,157,11
450,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",25/09/2021,02/08/2021,952,213,543,158
451,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,28/05/2022,17/06/2021,263,880,675,786
452,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,20/01/2022,16/04/2022,770,724,955,697
453,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",13/10/2021,02/08/2021,869,330,59,429
454,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,12/01/2022,26/10/2021,834,23,281,78
455,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,13/02/2022,27/02/2022,706,550,847,912
456,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",07/03/2022,08/03/2022,461,758,321,370
457,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,08/12/2021,18/03/2022,35,217,609,814
458,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,18/04/2022,16/09/2021,350,650,330,482
459,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,16/05/2022,17/02/2022,819,197,644,385
460,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,31/10/2021,18/06/2021,803,621,975,283
461,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",18/06/2021,19/09/2021,449,914,234,870
462,In hac habitasse platea dictumst.,12/11/2021,12/04/2022,705,927,158,675
463,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",19/06/2021,04/02/2022,759,469,748,936
464,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",21/08/2021,30/10/2021,537,858,944,336
465,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",03/08/2021,11/06/2022,313,129,528,194
466,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",13/08/2021,23/03/2022,966,206,107,606
467,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,27/03/2022,21/01/2022,765,644,834,337
468,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",06/10/2021,05/03/2022,297,334,362,464
469,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,14/05/2022,11/11/2021,55,436,997,960
470,Duis ac nibh.,28/11/2021,23/09/2021,627,81,411,108
471,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,09/02/2022,29/06/2021,557,405,515,649
472,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,01/10/2021,06/11/2021,342,651,397,607
473,Nulla justo.,08/04/2022,17/08/2021,903,78,143,585
474,Donec vitae nisi.,31/10/2021,10/01/2022,280,210,98,428
475,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",29/08/2021,03/10/2021,167,147,802,990
476,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",23/09/2021,20/08/2021,269,678,53,546
477,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,19/07/2021,12/08/2021,296,909,403,452
478,Nam dui.,20/04/2022,12/05/2022,315,214,998,133
479,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,30/07/2021,08/02/2022,305,444,806,811
480,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",11/11/2021,30/05/2022,554,652,179,703
481,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",06/04/2022,15/04/2022,921,144,134,810
482,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",15/09/2021,08/08/2021,712,413,984,483
483,Nulla nisl. Nunc nisl.,03/12/2021,23/01/2022,654,791,272,207
484,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",01/07/2021,08/01/2022,373,209,25,734
485,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",16/10/2021,25/11/2021,698,737,992,504
486,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,28/04/2022,27/10/2021,853,840,574,749
487,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,15/01/2022,18/01/2022,309,715,222,561
488,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",17/02/2022,15/03/2022,189,636,127,707
489,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",09/06/2022,13/02/2022,132,39,220,977
490,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,15/06/2021,13/11/2021,456,412,116,157
491,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,24/11/2021,21/09/2021,91,131,804,423
492,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",25/11/2021,14/01/2022,835,996,680,538
